logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.714).xes,0.762376076,0.749502427,0,0.683804501,0.80570599,0.238456621
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.743).xes,0.752322026,0.740591255,0,0.670498892,0.818462961,0.19001731
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.771).xes,0.745170446,0.723455493,0,0.660343244,0.811343266,0.21275825
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.800).xes,0.746932496,0.732376854,0,0.667356528,0.801545576,0.208379424
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.829).xes,0.741855876,0.711476997,0,0.67058932,0.794459255,0.217987154
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.857).xes,0.735150628,0.699383297,0,0.654629131,0.806523252,0.1797364
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.886).xes,0.717240066,0.675360578,0,0.639411709,0.821666626,0.169722437
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.914).xes,0.719665448,0.670367672,0,0.63393114,0.8217617,0.140369359
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.943).xes,0.705427924,0.650782802,0,0.625216681,0.827314992,0.154202384
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.971).xes,0.702127674,0.662774705,0,0.614888084,0.83632772,0.136348812
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D1.000).xes,0.696877614,0.649740334,0,0.615790288,0.832601847,0.135602329
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.000).xes,0.943409826,1,1,0.855246332,0.777719812,0.609544768
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.029).xes,0.936363499,0.990039039,0,0.842410153,0.773974211,0.606255368
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.057).xes,0.928117433,0.97321918,0,0.835920937,0.785756595,0.566428715
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.086).xes,0.916794519,0.968693412,0,0.831424818,0.786773497,0.578952786
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.114).xes,0.917446556,0.959138246,0,0.826633397,0.780546767,0.535454593
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.143).xes,0.897300909,0.942814185,0,0.811282311,0.788628299,0.522209735
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.171).xes,0.899349169,0.937289427,0,0.811338159,0.791069563,0.533274273
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.200).xes,0.890938682,0.93418496,0,0.804891246,0.786666698,0.511457929
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.229).xes,0.883615328,0.923203709,0,0.803595705,0.782071985,0.479992742
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.257).xes,0.884787415,0.91860387,0,0.793590545,0.783524762,0.480716679
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.286).xes,0.871409657,0.900066702,0,0.781725919,0.785876477,0.423170343
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.314).xes,0.865871597,0.889060377,0,0.769774313,0.783842248,0.446323846
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.343).xes,0.881764801,0.893835946,0,0.781722212,0.775385106,0.459324752
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.371).xes,0.860102992,0.876929357,0,0.764444594,0.776406465,0.41093247
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.400).xes,0.844298711,0.855658556,0,0.753826692,0.796453942,0.342679069
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.429).xes,0.837808315,0.85342178,0,0.74367568,0.781189722,0.3713477
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.457).xes,0.829708704,0.832322975,0,0.739136093,0.790838739,0.342163065
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.486).xes,0.822478813,0.823611573,0,0.737466902,0.784301677,0.326400974
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.514).xes,0.814860991,0.822862916,0,0.731210164,0.778415321,0.363623378
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.543).xes,0.803599385,0.810322378,0,0.710373818,0.777346922,0.346060606
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.571).xes,0.801460061,0.794760867,0,0.713185285,0.775650039,0.356533654
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.600).xes,0.802256675,0.804646495,0,0.712131916,0.781433592,0.298207452
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.629).xes,0.78519398,0.775656363,0,0.693607952,0.790110921,0.266207046
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.657).xes,0.784930613,0.765312421,0,0.696928127,0.791727528,0.262123108
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.686).xes,0.78405058,0.776100864,0,0.68872943,0.794142611,0.229631672
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.714).xes,0.765376203,0.756144159,0,0.684960442,0.798264846,0.236323511
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.743).xes,0.749514786,0.747790896,0,0.669968558,0.810924839,0.190657005
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.771).xes,0.749705769,0.7253096,0,0.657822354,0.817596763,0.211508867
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.800).xes,0.748928063,0.732924467,0,0.665882368,0.801393952,0.206827371
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.829).xes,0.738603053,0.717868721,0,0.6668714,0.793525217,0.22577593
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.857).xes,0.729444645,0.69987012,0,0.651566806,0.805331145,0.180553865
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.886).xes,0.713166474,0.678451945,0,0.635535025,0.816220604,0.170242586
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.914).xes,0.715706261,0.672978231,0,0.632523522,0.828816577,0.141318189
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.943).xes,0.707027779,0.647211219,0,0.623314316,0.82033769,0.160780797
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.971).xes,0.698042818,0.664045673,0,0.612676738,0.816640553,0.134015778
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D1.000).xes,0.692841471,0.653863425,0,0.613338508,0.821392503,0.134184931
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.000).xes,0.943409826,1,1,0.855246332,0.777719812,0.609544768
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.029).xes,0.934715174,0.989480892,0,0.842410153,0.773974211,0.606255368
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.057).xes,0.926195972,0.972012519,0,0.835920937,0.785756595,0.566428715
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.086).xes,0.916794519,0.965892547,0,0.831424818,0.786773497,0.578952786
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.114).xes,0.917446556,0.956927226,0,0.826633397,0.780546767,0.535454593
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.143).xes,0.897300909,0.939826342,0,0.811282311,0.788628299,0.522209735
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.171).xes,0.899349169,0.934561156,0,0.811338159,0.791069563,0.533274273
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.200).xes,0.890938682,0.931205972,0,0.804891246,0.786666698,0.511457929
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.229).xes,0.883615328,0.919970705,0,0.803595705,0.782071985,0.479992742
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.257).xes,0.884787415,0.916714426,0,0.793590545,0.783524762,0.480716679
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.286).xes,0.871409657,0.890988015,0,0.781725919,0.785876477,0.423170343
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.314).xes,0.865871597,0.888452481,0,0.769774313,0.783842248,0.446323846
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.343).xes,0.878825355,0.889711749,0,0.781722212,0.775385106,0.459324752
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.371).xes,0.85338723,0.874664641,0,0.764444594,0.776406465,0.41093247
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.400).xes,0.844298711,0.850457005,0,0.753826692,0.796453942,0.342679069
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.429).xes,0.837808315,0.847262003,0,0.74367568,0.781189722,0.3713477
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.457).xes,0.829708704,0.826072383,0,0.739136093,0.790838739,0.342163065
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.486).xes,0.822478813,0.819780391,0,0.737466902,0.784301677,0.326400974
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.514).xes,0.818615679,0.813661161,0,0.731210164,0.778415321,0.363623378
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.543).xes,0.803599385,0.809260748,0,0.710373818,0.777346922,0.346060606
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.571).xes,0.801460061,0.788214614,0,0.713185285,0.775650039,0.356533654
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.600).xes,0.802256675,0.799135254,0,0.712131916,0.781433592,0.298207452
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.629).xes,0.78519398,0.768855614,0,0.693607952,0.790110921,0.266207046
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.657).xes,0.781091675,0.757543314,0,0.696928127,0.791727528,0.262123108
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.686).xes,0.78405058,0.77133356,0,0.68872943,0.794142611,0.229631672
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.714).xes,0.765376203,0.754294639,0,0.684960442,0.798264846,0.236323511
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.743).xes,0.749514786,0.739652359,0,0.669968558,0.810924839,0.190657005
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.771).xes,0.743625514,0.722543772,0,0.657822354,0.817596763,0.211508867
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.800).xes,0.748928063,0.731516655,0,0.665882368,0.801393952,0.206827371
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.829).xes,0.738603053,0.710135885,0,0.6668714,0.793525217,0.22577593
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.857).xes,0.729444645,0.699343139,0,0.651566806,0.805331145,0.180553865
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.886).xes,0.713166474,0.670979856,0,0.635535025,0.816220604,0.170242586
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.914).xes,0.715706261,0.668729906,0,0.632523522,0.828816577,0.141318189
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.943).xes,0.707027779,0.64790512,0,0.623314316,0.82033769,0.160780797
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D0.971).xes,0.698042818,0.66194081,0,0.612676738,0.816640553,0.134015778
forgetfulness_presence_(C104-asymptomatic).xes,forgetfulness_presence_(C104-D1.000).xes,0.692841471,0.646743333,0,0.613338508,0.821392503,0.134184931
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.000).xes,0.94180581,1,1,0.853014779,0.76403201,0.616888718
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.029).xes,0.935372451,0.995464563,0,0.845890196,0.763613298,0.5665177
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.057).xes,0.922568098,0.985022927,0,0.836399519,0.728246126,0.532569807
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.086).xes,0.915337979,0.980518636,0,0.828038739,0.739620474,0.553022662
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.114).xes,0.903258288,0.971803437,0,0.824086371,0.726718178,0.497730574
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.143).xes,0.900982072,0.969329546,0,0.814823387,0.702921422,0.47072409
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.171).xes,0.889252937,0.958463864,0,0.802239188,0.707219883,0.428673418
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.200).xes,0.893146766,0.958597242,0,0.798589669,0.709078389,0.464540311
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.229).xes,0.873720277,0.946860252,0,0.789739555,0.694091984,0.423446688
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.257).xes,0.874702949,0.948255969,0,0.785924719,0.671745662,0.377864243
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.286).xes,0.862618857,0.938610836,0,0.780145057,0.690209619,0.359668326
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.314).xes,0.856519647,0.935156467,0,0.767373818,0.686411887,0.36641937
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.343).xes,0.850224513,0.927135969,0,0.7598425,0.670624213,0.350585942
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.371).xes,0.844274522,0.926459744,0,0.757085623,0.686059709,0.323996359
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.400).xes,0.831451116,0.916454336,0,0.746247731,0.658553173,0.301397275
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.429).xes,0.840892176,0.921175432,0,0.745637539,0.672932893,0.302446501
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.457).xes,0.825178157,0.899215117,0,0.727054989,0.664465833,0.279299696
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.486).xes,0.825586337,0.910939615,0,0.726695221,0.673600035,0.287846602
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.514).xes,0.806608494,0.89335792,0,0.706787151,0.642693984,0.256521973
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.543).xes,0.808078579,0.895837168,0,0.704759683,0.651163077,0.240922135
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.571).xes,0.797162181,0.883461146,0,0.698205848,0.643530088,0.219759286
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.600).xes,0.796431801,0.882751014,0,0.689876385,0.64186685,0.21606582
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.629).xes,0.800324496,0.881273309,0,0.684758205,0.648000594,0.237200182
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.657).xes,0.798364258,0.881520592,0,0.685494644,0.661167566,0.232403864
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.686).xes,0.794428965,0.880165653,0,0.659308016,0.64200703,0.21841012
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.714).xes,0.790725182,0.880264603,0,0.66555412,0.637074695,0.203445858
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.743).xes,0.777590668,0.867870464,0,0.661059448,0.618432189,0.190774705
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.771).xes,0.791395095,0.877505152,0,0.661309152,0.639972107,0.214010491
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.800).xes,0.783248841,0.865093287,0,0.640153647,0.641495994,0.203205621
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.829).xes,0.775968313,0.861959109,0,0.644663024,0.634190297,0.179267389
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.857).xes,0.776401762,0.858511161,0,0.636153283,0.641785038,0.194050062
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.886).xes,0.77316639,0.856897105,0,0.627569993,0.637857128,0.183303217
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.914).xes,0.761768636,0.848855043,0,0.607250819,0.60131803,0.181113357
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.943).xes,0.75580503,0.849707078,0,0.614043312,0.604064639,0.195002064
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D0.971).xes,0.767730049,0.853820358,0,0.605006464,0.632132611,0.182914156
repetitiveness_presence_(C104-asymptomatic).xes,repetitiveness_presence_(C104-D1.000).xes,0.759744387,0.844456479,0,0.594462308,0.609501839,0.169945819
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.000).xes,0.942651147,1,1,0.854168818,0.777360257,0.589169354
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.029).xes,0.929127859,0.988086779,0,0.839577788,0.749184535,0.565372809
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.057).xes,0.917892544,0.977685755,0,0.824578978,0.743453387,0.526560807
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.086).xes,0.904422802,0.962490883,0,0.807844088,0.72999771,0.519672429
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.114).xes,0.885037395,0.950293027,0,0.793881499,0.742214694,0.516946407
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.143).xes,0.871455454,0.939886588,0,0.775863704,0.728830714,0.508759701
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.171).xes,0.869127506,0.93787121,0,0.773661428,0.723083828,0.493844629
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.200).xes,0.857841192,0.928151981,0,0.767810313,0.732234976,0.501718727
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.229).xes,0.858534739,0.927228254,0,0.769132375,0.74021166,0.538722039
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.257).xes,0.839887274,0.910810742,0,0.760053835,0.730153412,0.512293511
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.286).xes,0.838650348,0.910845714,0,0.753863116,0.721263668,0.499968219
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.314).xes,0.822634003,0.896844268,0,0.751233077,0.74250965,0.506255034
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.343).xes,0.811932461,0.88892436,0,0.741299932,0.738008709,0.508523524
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.371).xes,0.801807576,0.88415731,0,0.736896147,0.734047963,0.472440971
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.400).xes,0.798945564,0.879499269,0,0.734613294,0.744931172,0.476843022
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.429).xes,0.783888071,0.867938671,0,0.73316484,0.737420831,0.496030528
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.457).xes,0.77089573,0.858229671,0,0.726459231,0.747721775,0.474588669
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.486).xes,0.761979382,0.849491024,0,0.719167493,0.74470317,0.494747002
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.514).xes,0.761981975,0.850936383,0,0.724162984,0.742238123,0.443583778
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.543).xes,0.752190365,0.84193371,0,0.721787439,0.742546697,0.486977246
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.571).xes,0.751210619,0.846048911,0,0.722716905,0.74421487,0.466562109
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.600).xes,0.737021118,0.831798297,0,0.716007564,0.720773025,0.497820599
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.629).xes,0.737143078,0.834485021,0,0.717467439,0.7417779,0.476407539
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.657).xes,0.726549867,0.82560442,0,0.7133249,0.734688632,0.465160412
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.686).xes,0.727517937,0.828893391,0,0.711793486,0.731888746,0.492767881
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.714).xes,0.715978992,0.817936326,0,0.710267368,0.725900282,0.495920159
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.743).xes,0.712723064,0.816320545,0,0.71204948,0.736784125,0.44931909
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.771).xes,0.701235713,0.814679616,0,0.712444516,0.749232613,0.468852172
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.800).xes,0.693325427,0.800592277,0,0.711487877,0.737498494,0.466925731
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.829).xes,0.685859461,0.799034812,0,0.707504972,0.733300691,0.453363359
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.857).xes,0.68770772,0.803495886,0,0.709992806,0.741241965,0.466469027
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.886).xes,0.675497021,0.798056769,0,0.704292336,0.739462337,0.457916751
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.914).xes,0.682594605,0.797708647,0,0.707307457,0.738692038,0.457287722
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.943).xes,0.681338333,0.795765729,0,0.70842792,0.735902702,0.430157965
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.971).xes,0.664838967,0.789454343,0,0.709789202,0.756478921,0.450413183
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D1.000).xes,0.66198024,0.787313363,0,0.7051476,0.735776129,0.443404679
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.000).xes,0.942651147,1,1,0.854168818,0.777360257,0.589169354
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.029).xes,0.929127859,0.987695531,0,0.839577788,0.749184535,0.565372809
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.057).xes,0.917892544,0.977250228,0,0.824578978,0.743453387,0.526560807
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.086).xes,0.90186419,0.96160576,0,0.807844088,0.72999771,0.519672429
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.114).xes,0.885037395,0.94896731,0,0.793881499,0.742214694,0.516946407
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.143).xes,0.871455454,0.938375118,0,0.775863704,0.728830714,0.508759701
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.171).xes,0.869127506,0.936280338,0,0.773661428,0.723083828,0.493844629
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.200).xes,0.860766532,0.925905589,0,0.767810313,0.732234976,0.501718727
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.229).xes,0.858534739,0.925007385,0,0.769132375,0.74021166,0.538722039
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.257).xes,0.839887274,0.907775482,0,0.760053835,0.730153412,0.512293511
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.286).xes,0.838650348,0.908564007,0,0.753863116,0.721263668,0.499968219
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.314).xes,0.822634003,0.89363118,0,0.751233077,0.74250965,0.506255034
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.343).xes,0.811932461,0.886238825,0,0.741299932,0.738008709,0.508523524
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.371).xes,0.801807576,0.880660304,0,0.736896147,0.734047963,0.472440971
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.400).xes,0.798945564,0.87641737,0,0.734613294,0.744931172,0.476843022
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.429).xes,0.783888071,0.86286958,0,0.73316484,0.737420831,0.496030528
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.457).xes,0.77089573,0.853588947,0,0.726459231,0.747721775,0.474588669
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.486).xes,0.761979382,0.844548427,0,0.719167493,0.74470317,0.494747002
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.514).xes,0.761981975,0.846411349,0,0.724162984,0.742238123,0.443583778
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.543).xes,0.752190365,0.836578847,0,0.721787439,0.742546697,0.486977246
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.571).xes,0.751210619,0.840915306,0,0.722716905,0.74421487,0.466562109
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.600).xes,0.737021118,0.826623796,0,0.716007564,0.720773025,0.497820599
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.629).xes,0.737143078,0.828565516,0,0.717467439,0.7417779,0.476407539
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.657).xes,0.726549867,0.819633706,0,0.7133249,0.734688632,0.465160412
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.686).xes,0.727517937,0.823533309,0,0.711793486,0.731888746,0.492767881
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.714).xes,0.715978992,0.811981595,0,0.710267368,0.725900282,0.495920159
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.743).xes,0.712723064,0.810654805,0,0.71204948,0.736784125,0.44931909
